1, 20000000, 2, 1.18, 1.14, 0.02
1, 20000000, 2, 1.05, 1.01, 0.03
1, 20000000, 2, 1.08, 1.03, 0.05
1, 40000000, 2, 2.09, 2.00, 0.08
1, 40000000, 2, 2.13, 2.01, 0.12
1, 40000000, 2, 2.04, 2.00, 0.04
1, 45000000, 2, 2.35, 2.28, 0.06
1, 45000000, 2, 2.38, 2.23, 0.14
1, 45000000, 2, 2.29, 2.22, 0.06
1, 50000000, 2, 2.70, 2.50, 0.19
1, 50000000, 2, 2.60, 2.50, 0.09
1, 50000000, 2, 2.54, 2.50, 0.04
1, 20000000, 4, 3.49, 2.21, 1.27
1, 20000000, 4, 5.92, 3.99, 1.92
1, 20000000, 4, 13.73, 10.95, 2.75
1, 40000000, 4, 27.01, 21.56, 5.44
1, 40000000, 4, 26.26, 20.94, 5.29
1, 40000000, 4, 28.00, 21.89, 6.09
1, 45000000, 4, 29.73, 23.60, 6.12
1, 45000000, 4, 31.99, 24.87, 7.09
1, 45000000, 4, 28.99, 23.36, 5.62
1, 50000000, 4, 36.47, 26.60, 9.64
1, 50000000, 4, 34.26, 26.65, 7.37
1, 50000000, 4, 34.74, 26.67, 8.05
1, 20000000, 8, 42.25, 23.88, 18.32
1, 20000000, 8, 40.00, 23.37, 16.60
1, 20000000, 8, 42.00, 24.48, 17.48
1, 40000000, 8, 89.75, 50.01, 39.68
1, 40000000, 8, 81.97, 46.83, 35.06
1, 40000000, 8, 82.25, 47.90, 34.10
1, 45000000, 8, 87.98, 52.08, 35.84
1, 45000000, 8, 93.78, 54.25, 39.46
1, 45000000, 8, 95.71, 53.13, 42.52
Command terminated by signal 2
1, 50000000, 8, 57.74, 32.92, 24.78
